obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
v_gardens,1,3,845.0,1126.0,3.4851,0.086317,195.9,1.1598,3.067,-1009.5,0.0025647,-5.4567e-05,0.99349
v_feast,1,3,998.0,1331.0,1.2862,-0.03549,281.9,0.19313,1.1314,-46.419,0.00040295,1.2606e-05,0.99878
v_boat,1,3,680.0,850.0,0.56889,0.47042,25.352,-0.46789,0.56534,348.28,6.3154e-06,-9.5451e-07,1.0
v_bird,1,3,973.0,1068.0,0.20876,0.015221,174.06,-0.13382,0.55012,11.64,-0.00044084,3.575e-05,1.0177
v_bees,1,3,846.0,1129.0,0.83735,-0.144,44.873,-0.010997,0.77353,-1.6104,-8.3912e-05,-0.00016819,0.99985
v_pomegranate,1,3,968.0,1290.0,1.4403,0.27154,10.734,0.071471,1.5534,-44.533,0.00030432,0.00049723,1.001
v_charing,1,3,1331.0,998.0,14.984,-1.5209,-1987.5,0.59203,13.878,-3896.8,0.0072047,0.0038814,0.92614
v_artisans,1,3,759.0,1830.0,1.1884,0.015274,95.776,0.23282,1.0681,-20.551,0.00097623,0.00015903,1.0014
v_home,1,3,845.0,1126.0,1.6044,-0.0012313,417.81,0.40687,1.5171,-277.33,0.0010368,7.612e-05,1.0022
v_busstop,1,3,998.0,1331.0,1.7666,-0.18359,402.86,0.29188,1.5785,-270.63,0.00065168,3.408e-05,0.99809
v_laptop,1,3,574.0,768.0,0.60879,-0.35761,289.93,0.34822,0.61653,-30.949,-2.0912e-05,1.3527e-06,1.014
v_maskedman,1,3,653.0,986.0,1.7312,-0.086578,129.17,0.3882,1.1026,-2.2164,0.0010948,-0.00011788,1.0024
v_weapons,1,3,1290.0,968.0,1.6413,0.074225,91.097,0.77035,1.5061,-362.72,0.0010583,-7.1897e-05,1.0011
v_bark,1,3,512.0,765.0,-0.47246,-0.28359,869.57,0.29041,-0.47016,396.67,5.0949e-06,1.2499e-05,0.99998
v_dogman,1,3,522.0,788.0,1.0819,0.012805,66.799,0.075853,1.006,5.6909,0.00034273,-2.4626e-05,1.0003
v_abstract,1,3,922.0,1229.0,1.5134,-0.0029581,20.934,0.2678,1.4062,-232.68,0.00048583,-4.0311e-06,1.0006
v_war,1,3,845.0,1126.0,1.9078,0.046746,393.27,0.54214,1.7927,-363.24,0.0013498,7.2715e-05,0.99879
v_yard,1,3,845.0,1126.0,0.81916,-0.19602,-221.9,-0.18509,0.99057,-55.575,-0.00033371,-0.00011673,0.99377
v_birdwoman,1,3,813.0,1100.0,0.030125,-0.01797,299.5,-0.19573,0.45869,167.74,-0.00051291,-3.9704e-05,1.0019
v_machines,1,3,1126.0,845.0,1.8454,-0.0093839,117.6,0.8533,1.9335,-566.11,0.0016091,6.8147e-05,1.0105
v_soldiers,1,3,1290.0,968.0,0.43124,0.047668,-66.525,-0.34772,0.62068,209.27,-0.00060194,-2.1104e-07,0.98648
v_wounded,1,3,1290.0,968.0,3.1418,0.21701,-576.91,0.129,3.5039,-1062.5,0.0014143,0.00082533,0.98844
v_graffiti,1,3,640.0,800.0,0.76922,-0.28498,222.68,0.33855,1.0341,-81.069,0.00035349,1.2014e-05,0.99834
v_wormhole,1,3,653.0,986.0,0.81883,-0.28544,161.88,0.010536,0.53499,62.327,1.3163e-05,-0.00056443,1.0014
v_eastsouth,1,3,680.0,850.0,0.57087,0.40539,-1.0704,-0.41125,0.56924,274.36,-2.4626e-06,-1.639e-05,1.0
v_grace,1,3,1024.0,1536.0,0.54864,-0.010797,-6.1494,-0.11876,0.86651,111.28,-0.00026448,-1.8961e-05,1.0
v_calder,1,3,1008.0,756.0,0.58099,-0.029382,-20.47,-0.29479,0.73128,188.62,-0.00043803,-4.3076e-05,1.0007
v_colors,1,3,1024.0,1536.0,1.6408,-0.0013389,-221.64,0.1704,1.44,-155.56,0.00036369,-3.22e-05,1.0003
v_circus,1,3,1331.0,998.0,1.6477,-0.037624,101.59,0.49962,1.5725,-364.98,0.00090272,4.6589e-05,1.0037
v_samples,1,3,1327.0,1316.0,0.72201,0.13445,62.975,0.059719,0.85126,46.305,-1.7322e-05,0.00018166,1.0001
v_vitro,1,3,1126.0,845.0,1.3849,-0.016724,142.49,0.39374,1.2561,-188.47,0.00065186,1.5824e-07,1.0
v_bricks,1,3,700.0,1000.0,0.67444,0.023361,37.089,-0.047926,0.90094,60.932,-0.00018688,1.1402e-05,1.0007
v_azzola,1,3,845.0,1126.0,0.33492,-0.0051126,63.132,-0.19841,0.81318,98.482,-0.00041298,-2.8119e-05,0.99833
v_tempera,1,3,845.0,1126.0,0.39258,0.005582,83.763,-0.13652,0.71351,79.57,-0.00038538,2.9499e-05,0.99992
v_posters,1,3,1387.0,1382.0,0.78572,0.022012,160.43,0.091014,0.68577,-76.855,0.00029686,4.2427e-05,0.99967
v_dirtywall,1,3,1232.0,816.0,1.0983,-0.030393,111.31,0.31879,0.9789,58.516,0.00050073,-5.3943e-05,1.0005
v_woman,1,3,767.0,1034.0,1.8954,-0.043603,197.83,0.50589,1.509,-236.95,0.0010644,-1.6279e-05,1.0115
