obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
v_soldiers,1,4,1290.0,968.0,0.29534,0.035751,-56.21,-0.35718,0.5432,233.53,-0.00064211,-1.1093e-05,0.97783
v_wounded,1,4,1290.0,968.0,3.6199,0.1243,-2.4307,0.35256,5.1536,-1935.2,0.0029372,0.0011148,1.0
v_graffiti,1,4,640.0,800.0,0.66581,0.6777,-31.246,-0.14346,0.96853,148.92,0.00042869,-1.7355e-05,0.99928
v_wormhole,1,4,653.0,986.0,0.53142,0.051881,46.158,-0.12728,0.81561,51.393,-0.00042766,5.2187e-05,1.0021
v_eastsouth,1,4,680.0,850.0,0.29231,0.55208,102.92,-0.54997,0.29601,523.18,-1.2173e-06,8.5254e-06,1.0006
v_grace,1,4,1024.0,1536.0,0.37618,-0.0026073,58.013,-0.13988,0.81886,117.4,-0.00032276,-1.1378e-05,0.99983
v_calder,1,4,1008.0,756.0,0.85808,0.047104,268.37,0.41767,1.0391,-12.99,0.00069114,2.6931e-05,1.0008
v_colors,1,4,1024.0,1536.0,3.1627,-0.045434,-351.49,0.7877,2.8197,-842.9,0.0015033,-3.676e-05,1.0055
v_circus,1,4,1331.0,998.0,1.8278,-0.0075993,72.268,0.68643,1.8832,-550.61,0.0012853,4.1209e-05,1.006
v_samples,1,4,1327.0,1316.0,0.48275,-0.12831,276.04,-0.19138,0.40711,199.19,-5.6548e-05,-0.00023367,0.99912
v_vitro,1,4,1126.0,845.0,1.5534,0.017684,158.94,0.56083,1.4841,-343.65,0.0010107,3.8363e-05,0.99895
v_bricks,1,4,700.0,1000.0,0.54372,0.011697,65.787,-0.06271,0.8727,105.67,-0.00025117,2.4814e-06,0.99967
v_azzola,1,4,845.0,1126.0,1.2309,-0.010933,155.36,0.16039,0.95916,7.0393,0.00035252,-6.126e-06,1.0009
v_tempera,1,4,845.0,1126.0,1.0505,-0.0053825,276.45,0.20631,0.92888,48.832,0.00048841,-1.9251e-05,0.99878
v_posters,1,4,1387.0,1382.0,0.42945,0.0071566,96.266,-0.019537,0.48377,43.049,-7.8698e-05,1.6013e-05,1.0001
v_dirtywall,1,4,1232.0,816.0,1.2538,-0.038044,100.11,0.63699,1.2544,-115.45,0.0010164,-4.8156e-05,0.99683
v_woman,1,4,767.0,1034.0,2.308,-0.067061,201.09,0.71494,1.8702,-412.16,0.0015273,-1.6972e-05,1.0162
