obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
v_artisans,1,2,759,1830,0.87235,0.023622,101.75,0.12982,0.76075,59.456,0.0005519,0.000090915,1.0016
v_home,1,2,845,1126,1.1943,0.010001,372.77,0.22686,1.0937,-67.914,0.00058802,0.000052037,0.99941
v_busstop,1,2,998,1331,1.3507,-0.1242,301.54,0.18153,1.2018,-105.44,0.00036883,5.1928E-06,1.0001
v_laptop,1,2,574,768,0.85555,-0.17378,91.59,0.17068,0.85755,-31.264,-5.1182E-06,2.0966E-06,1.0023
v_maskedman,1,2,653,986,1.3903,-0.069797,29.319,0.18963,1.0284,22.049,0.00052989,-0.000098197,1.0021
v_weapons,1,2,1290,968,1.3413,0.006176,153.28,0.30309,1.1645,-105.38,0.00039231,-0.000046409,0.99937
v_bark,1,2,512,765,0.70212,0.43231,-128.54,-0.42351,0.70276,199.3,6.3285E-06,0.000012175,0.99997
v_dogman,1,2,522,788,0.49838,-0.015725,33.278,-0.18045,0.77392,59.799,-0.00064863,-0.000042793,0.99978
v_abstract,1,2,922,1229,0.7088,-0.010965,-26.07,-0.13602,0.83489,103.19,-0.00023352,-0.000015615,1.0004
v_war,1,2,845,1126,1.8851,0.028166,274.85,0.48185,1.6951,-326.97,0.0011778,0.00008455,0.99801
v_yard,1,2,845,1126,0.68905,-0.011986,-40.238,-0.14165,0.86672,60.575,-0.00022064,0.00005077,0.99921
v_birdwoman,1,2,813,1100,0.49202,0.0057754,242.06,0.058005,0.43541,166.02,0.00018017,0.000010746,0.99974
v_machines,1,2,1126,845,1.4862,-0.061679,54.577,0.4606,1.2816,-147.5,0.0007321,-0.000073842,0.99895
v_soldiers,1,2,1290,968,1.3522,0.025037,96.693,0.20588,1.5085,-279.44,0.000418,0.000042466,1.0103
v_wounded,1,2,1290,968,0.84581,-0.039469,34.117,-0.067529,0.81703,142.37,-0.00011408,-0.00014793,1.0014
v_graffiti,1,2,640,800,0.88184,0.31397,-39.976,-0.18167,0.93621,153.25,0.00020118,-0.000019028,0.99997
v_wormhole,1,2,653,986,1.4733,-0.014435,76.772,0.25007,1.2556,-120.81,0.00088206,0.000081414,1.002
v_eastsouth,1,2,680,850,0.83129,0.00294,81.765,-0.011403,0.83158,63.28,-7.0021E-06,-0.000015701,1
v_grace,1,2,1024,1536,0.74922,-0.0014388,-75.597,-0.074158,0.94323,40.455,-0.00018126,-6.2301E-06,1
v_calder,1,2,1008,756,0.94726,0.076953,177.36,0.25112,1.0126,13.205,0.00047269,0.000027805,0.99969
v_colors,1,2,1024,1536,1.3186,-0.0097277,-143.16,0.094663,1.1956,-58.383,0.00019153,-0.000020281,0.99989
v_circus,1,2,1331,998,0.77044,-0.014353,152.19,0.007827,0.75172,76.397,0.000019039,-0.000021554,1
v_samples,1,2,1327,1316,0.54304,0.026384,236.48,-0.041921,0.64806,87.13,-0.000058662,0.000015685,1
v_vitro,1,2,1126,845,1.1442,-0.037625,115.5,0.22206,1.0286,-30.039,0.00032815,-0.000024116,0.9999
v_bricks,1,2,700,1000,0.79208,0.010314,26.019,-0.023778,0.92337,43.513,-0.00011513,0.000012161,1.0003
v_azzola,1,2,845,1126,0.51123,-0.013639,59.603,-0.16055,0.85238,103.24,-0.0003334,-0.000040403,1.0009
v_tempera,1,2,845,1126,0.6729,-0.01895,127.73,-0.015916,0.67847,176.42,-0.000036225,-0.000032204,1
v_posters,1,2,1387,1382,0.60665,-0.013034,217.78,0.087451,0.52146,32.707,0.00021516,2.9281E-07,1.0006
v_dirtywall,1,2,1232,816,0.55616,0.0088234,83.342,-0.19782,0.70845,195.76,-0.00029305,-0.00003175,0.99884
v_woman,1,2,767,1034,1.0405,-0.022486,224.5,0.18267,0.86513,36.24,0.00035492,0.00001209,1
v_london,1,3,914,1380,0.86273,0.030727,-257.65,-0.081274,1.0175,-48.986,-0.00016043,0.000044449,1.0008
v_blueprint,1,3,845,1126,1.547,0.11677,155.75,0.40373,1.373,-170.1,0.00090791,0.000088782,1.0012
v_there,1,3,1024,1536,0.68878,0.093715,545.2,0.23076,0.90959,-61.673,0.00030261,0.000073668,0.99921
v_adam,1,3,450,600,0.37083,-0.024499,139.16,-0.094573,0.62749,65.353,-0.00053805,-0.000022225,0.99885
v_apprentices,1,3,1331,998,0.60367,0.071352,-36.528,-0.21232,0.96671,-45.299,-0.00036835,0.000067456,0.99996
v_coffeehouse,1,3,979,1478,1.3308,-0.060097,223.54,0.17906,0.94189,-10.999,0.00034146,-0.000044675,0.99983
v_talent,1,3,882,2456,0.1176,-0.0075311,194.61,-0.10067,0.3391,257.1,-0.00023555,-9.6091E-06,0.99858
v_yuri,1,3,1411,1058,0.80989,0.15593,-274.24,-0.19006,1.3082,-274.15,-0.00047728,0.0001622,1
v_wall,1,3,653,986,0.48882,0.0079397,13.575,-0.24956,0.69593,149.6,-0.00053246,-7.8574E-06,1.0026
v_man,1,3,968,1290,1.5642,-0.086387,479.53,0.50209,1.3744,-334.95,0.00079484,-0.000089305,1
v_underground,1,3,1024,1536,0.57079,0.0076829,-45.295,-0.15447,0.93183,62.276,-0.00028402,-5.8827E-06,0.99996
v_wapping,1,3,1290,968,0.35568,0.079611,-21.49,-0.17793,0.7199,62.24,-0.00050458,0.000019913,0.9982
v_cartooncity,1,3,816,1232,0.091252,0.0066749,132.72,-0.14667,0.47258,88.51,-0.00056772,8.3791E-06,1.0029
v_tabletop,1,3,845,1126,1.166,0.67224,140.62,0.15042,0.84157,135.55,0.00052524,6.3755E-06,0.99907
v_fest,1,3,845,1126,0.41873,-0.043533,-18.562,-0.27021,0.88041,53.791,-0.00050299,-0.000022546,0.99941
v_churchill,1,3,1024,768,3.1627,0.083211,-238.71,0.86697,3.35,-963.79,0.0025774,0.00035047,0.99171
v_courses,1,3,907,1210,2.0992,0.031995,22.459,0.3749,1.8626,-395.34,0.00096116,0.000010156,1.0001
v_beyus,1,3,1126,845,1.441,-0.037212,269.33,0.73295,1.6438,-380.65,0.0014226,0.000041601,1.0102
v_strand,1,3,1290,968,0.73064,-0.15447,105.22,-0.058424,0.44937,109.29,-0.000025324,-0.00034262,0.999
v_sunseason,1,3,1024,1536,0.62412,-0.044316,89.883,-0.094161,0.6779,150.63,-0.00020649,-0.000067183,0.99998
v_bip,1,3,574,768,0.63669,0.0018872,137.9,-0.00033285,0.63926,95.922,-2.0441E-06,4.1104E-06,1
v_astronautis,1,3,1612,735,0.55202,0.096567,108.66,-0.35774,1.4927,-276.32,-0.00068886,0.0001065,0.98986
v_gardens,1,3,845,1126,3.4851,0.086317,195.9,1.1598,3.067,-1009.5,0.0025647,-0.000054567,0.99349
v_feast,1,3,998,1331,1.2862,-0.03549,281.9,0.19313,1.1314,-46.419,0.00040295,0.000012606,0.99878
v_boat,1,3,680,850,0.56889,0.47042,25.352,-0.46789,0.56534,348.28,6.3154E-06,-9.5451E-07,1
v_bird,1,3,973,1068,0.20876,0.015221,174.06,-0.13382,0.55012,11.64,-0.00044084,0.00003575,1.0177
v_bees,1,3,846,1129,0.83735,-0.144,44.873,-0.010997,0.77353,-1.6104,-0.000083912,-0.00016819,0.99985
v_pomegranate,1,3,968,1290,1.4403,0.27154,10.734,0.071471,1.5534,-44.533,0.00030432,0.00049723,1.001
v_charing,1,3,1331,998,14.984,-1.5209,-1987.5,0.59203,13.878,-3896.8,0.0072047,0.0038814,0.92614
v_artisans,1,3,759,1830,1.1884,0.015274,95.776,0.23282,1.0681,-20.551,0.00097623,0.00015903,1.0014
v_home,1,3,845,1126,1.6044,-0.0012313,417.81,0.40687,1.5171,-277.33,0.0010368,0.00007612,1.0022
v_busstop,1,3,998,1331,1.7666,-0.18359,402.86,0.29188,1.5785,-270.63,0.00065168,0.00003408,0.99809
v_laptop,1,3,574,768,0.60879,-0.35761,289.93,0.34822,0.61653,-30.949,-0.000020912,1.3527E-06,1.014
v_maskedman,1,3,653,986,1.7312,-0.086578,129.17,0.3882,1.1026,-2.2164,0.0010948,-0.00011788,1.0024
v_weapons,1,3,1290,968,1.6413,0.074225,91.097,0.77035,1.5061,-362.72,0.0010583,-0.000071897,1.0011
v_bark,1,3,512,765,-0.47246,-0.28359,869.57,0.29041,-0.47016,396.67,5.0949E-06,0.000012499,0.99998
v_dogman,1,3,522,788,1.0819,0.012805,66.799,0.075853,1.006,5.6909,0.00034273,-0.000024626,1.0003
v_abstract,1,3,922,1229,1.5134,-0.0029581,20.934,0.2678,1.4062,-232.68,0.00048583,-4.0311E-06,1.0006
v_war,1,3,845,1126,1.9078,0.046746,393.27,0.54214,1.7927,-363.24,0.0013498,0.000072715,0.99879
v_yard,1,3,845,1126,0.81916,-0.19602,-221.9,-0.18509,0.99057,-55.575,-0.00033371,-0.00011673,0.99377
v_birdwoman,1,3,813,1100,0.030125,-0.01797,299.5,-0.19573,0.45869,167.74,-0.00051291,-0.000039704,1.0019
v_machines,1,3,1126,845,1.8454,-0.0093839,117.6,0.8533,1.9335,-566.11,0.0016091,0.000068147,1.0105
v_soldiers,1,3,1290,968,0.43124,0.047668,-66.525,-0.34772,0.62068,209.27,-0.00060194,-0.000000211,0.98648
v_wounded,1,3,1290,968,3.1418,0.21701,-576.91,0.129,3.5039,-1062.5,0.0014143,0.00082533,0.98844
v_graffiti,1,3,640,800,0.76922,-0.28498,222.68,0.33855,1.0341,-81.069,0.00035349,0.000012014,0.99834
v_wormhole,1,3,653,986,0.81883,-0.28544,161.88,0.010536,0.53499,62.327,0.000013163,-0.00056443,1.0014
v_eastsouth,1,3,680,850,0.57087,0.40539,-1.0704,-0.41125,0.56924,274.36,-2.4626E-06,-0.00001639,1
v_grace,1,3,1024,1536,0.54864,-0.010797,-6.1494,-0.11876,0.86651,111.28,-0.00026448,-0.000018961,1
v_calder,1,3,1008,756,0.58099,-0.029382,-20.47,-0.29479,0.73128,188.62,-0.00043803,-0.000043076,1.0007
v_colors,1,3,1024,1536,1.6408,-0.0013389,-221.64,0.1704,1.44,-155.56,0.00036369,-0.0000322,1.0003
v_circus,1,3,1331,998,1.6477,-0.037624,101.59,0.49962,1.5725,-364.98,0.00090272,0.000046589,1.0037
v_samples,1,3,1327,1316,0.72201,0.13445,62.975,0.059719,0.85126,46.305,-0.000017322,0.00018166,1.0001
v_vitro,1,3,1126,845,1.3849,-0.016724,142.49,0.39374,1.2561,-188.47,0.00065186,1.5824E-07,1
v_bricks,1,3,700,1000,0.67444,0.023361,37.089,-0.047926,0.90094,60.932,-0.00018688,0.000011402,1.0007
v_azzola,1,3,845,1126,0.33492,-0.0051126,63.132,-0.19841,0.81318,98.482,-0.00041298,-0.000028119,0.99833
v_tempera,1,3,845,1126,0.39258,0.005582,83.763,-0.13652,0.71351,79.57,-0.00038538,0.000029499,0.99992
v_posters,1,3,1387,1382,0.78572,0.022012,160.43,0.091014,0.68577,-76.855,0.00029686,0.000042427,0.99967
v_dirtywall,1,3,1232,816,1.0983,-0.030393,111.31,0.31879,0.9789,58.516,0.00050073,-0.000053943,1.0005
v_woman,1,3,767,1034,1.8954,-0.043603,197.83,0.50589,1.509,-236.95,0.0010644,-0.000016279,1.0115
v_london,1,4,914,1380,2.4144,-0.0022023,-199.3,0.52146,2.0547,-569.49,0.0010423,0.000084489,1.0043
v_blueprint,1,4,845,1126,0.52064,0.019326,41.006,-0.1476,0.75468,101.84,-0.00026848,0.000045639,1.0094
v_there,1,4,1024,1536,0.46461,0.085196,589.33,0.19659,0.76327,25.833,0.00026763,0.000089486,1.0006
v_adam,1,4,450,600,0.93964,0.025901,148.02,0.23489,0.99347,-0.40879,0.0012864,-0.000021517,0.99905
v_apprentices,1,4,1331,998,0.3794,0.089822,49.168,-0.27745,0.88349,-5.6379,-0.00046319,0.000056849,0.99886
v_coffeehouse,1,4,979,1478,2.5573,-0.039255,201.4,0.53809,1.609,-309.09,0.001126,0.000011034,0.99958
v_talent,1,4,882,2456,1.0063,-0.0054085,288.55,0.23295,0.84053,7.8206,0.0005941,0.000014583,1.0001
v_yuri,1,4,1411,1058,0.60773,0.30281,-259.26,-0.25592,1.5888,-521.05,-0.00079517,0.00030403,1
v_wall,1,4,653,986,1.0478,0.035143,64.843,0.063507,1.0349,21.701,0.00023044,-0.000006878,0.99998
v_man,1,4,968,1290,0.87713,-0.25916,166.9,-0.0030449,0.28824,111.17,0.000038634,-0.00052869,0.99838
v_underground,1,4,1024,1536,0.49174,0.0072073,-96.674,-0.16871,0.98991,-12.923,-0.00035092,4.4137E-06,1
v_wapping,1,4,1290,968,1.3231,-0.10518,226.69,0.35118,1.4445,-217.52,0.00076877,-0.000024515,0.99903
v_cartooncity,1,4,816,1232,1.4355,-0.0094101,-257.96,0.19471,1.2993,-196.36,0.00061631,0.000051843,0.9996
v_tabletop,1,4,845,1126,0.43589,-0.39265,102.36,-0.19149,0.54282,236.58,-0.00030635,-0.000080041,1.0029
v_fest,1,4,845,1126,1.6996,0.02142,200.09,0.31149,1.4251,-246.25,0.00053609,-0.000068541,0.99889
v_churchill,1,4,1024,768,0.31237,0.099342,8.5389,-0.29392,0.92363,14.629,-0.00074642,0.000063257,0.99168
v_courses,1,4,907,1210,0.43238,0.017751,13.594,-0.16588,0.77757,94.331,-0.00038565,0.000021821,1.0078
v_beyus,1,4,1126,845,0.55347,0.01345,110.12,-0.085938,0.64894,151.2,-0.00016395,0.000011079,0.99926
v_strand,1,4,1290,968,1.4237,-0.048115,88.765,0.39834,1.2489,-257.76,0.00060637,-0.000043118,0.99744
v_sunseason,1,4,1024,1536,0.1268,-0.03963,330.5,-0.1892,0.46973,254.2,-0.00039857,-0.000039641,0.99971
v_bip,1,4,574,768,0.66762,0.0032438,82.885,0.0020499,0.66883,28.8,6.1944E-06,0.000010481,1
v_astronautis,1,4,1612,735,2.2078,0.054458,63.617,0.67654,2.2557,-637.98,0.0013191,0.000085079,1.0033
v_gardens,1,4,845,1126,0.53266,0.0019756,44.297,-0.18137,0.85955,61.945,-0.00038035,1.4705E-06,0.9999
v_feast,1,4,998,1331,1.0582,-0.013384,562.45,0.1807,0.93712,36.472,0.00043718,5.9368E-06,0.99927
v_boat,1,4,680,850,0.39176,-0.48622,421.69,0.48543,0.39488,-0.097812,2.3979E-06,-3.3236E-06,1
v_bird,1,4,973,1068,1.2869,-0.0035671,90.117,0.34981,1.1421,-290.48,0.0010338,0.000025575,0.99928
v_bees,1,4,846,1129,0.6416,-0.085322,103.05,-0.075608,0.76092,33.323,-0.00022058,-0.000038989,1.0011
v_pomegranate,1,4,968,1290,1.0019,0.045013,144.39,0.13277,0.95284,-14.111,0.0002066,0.000052875,1
v_charing,1,4,1331,998,4.2518,1.1993,-1556.2,-0.61121,4.1483,-830.35,0.00015566,0.0020321,1.0097
v_artisans,1,4,759,1830,0.18301,0.029092,174.4,-0.087278,0.47983,116.36,-0.00037876,0.000047913,1.0017
v_home,1,4,845,1126,0.31219,0.045878,83.286,-0.17918,0.6159,158.49,-0.00037093,0.000010056,0.99747
v_busstop,1,4,998,1331,0.48531,0.10549,-95.005,-0.11843,0.77202,44.217,-0.00029301,0.000028434,0.99773
v_laptop,1,4,574,768,0.4591,-0.47767,436.55,0.46479,0.46941,-27.514,-0.000027182,-1.2668E-06,1.0191
v_maskedman,1,4,653,986,0.38922,0.015343,55.85,-0.1763,0.84543,87.344,-0.00049385,-0.000021034,1.0072
v_weapons,1,4,1290,968,1.1346,-0.16977,-78.128,-0.0017173,0.8512,-82.973,8.0333E-07,-0.00031449,0.99917
v_bark,1,4,512,765,-0.19998,0.34647,247.36,-0.34607,-0.19989,467.21,2.0354E-07,-5.1701E-08,1
v_dogman,1,4,522,788,2.9721,0.034514,6.1536,0.86739,2.9829,-532.95,0.0035453,0.00017204,0.95976
v_abstract,1,4,922,1229,1.9861,0.031586,27.893,0.62141,1.9607,-531.99,0.0011993,-0.000019815,0.99978
v_war,1,4,845,1126,1.1198,0.031669,158.94,0.13747,0.986,-24.458,0.00036259,0.000041267,0.99658
v_yard,1,4,845,1126,1.3951,0.13641,136.74,0.31704,1.2758,-219.28,0.00053511,0.00013896,0.99675
v_birdwoman,1,4,813,1100,1.141,-0.024147,186.42,0.29573,0.97376,-60.872,0.00082251,-0.000010843,0.99973
v_machines,1,4,1126,845,0.47208,0.021042,63.836,-0.16332,0.73028,126.94,-0.00030371,0.000024606,0.99981
v_soldiers,1,4,1290,968,0.29534,0.035751,-56.21,-0.35718,0.5432,233.53,-0.00064211,-0.000011093,0.97783
v_wounded,1,4,1290,968,3.6199,0.1243,-2.4307,0.35256,5.1536,-1935.2,0.0029372,0.0011148,1
v_graffiti,1,4,640,800,0.66581,0.6777,-31.246,-0.14346,0.96853,148.92,0.00042869,-0.000017355,0.99928
v_wormhole,1,4,653,986,0.53142,0.051881,46.158,-0.12728,0.81561,51.393,-0.00042766,0.000052187,1.0021
v_eastsouth,1,4,680,850,0.29231,0.55208,102.92,-0.54997,0.29601,523.18,-1.2173E-06,8.5254E-06,1.0006
v_grace,1,4,1024,1536,0.37618,-0.0026073,58.013,-0.13988,0.81886,117.4,-0.00032276,-0.000011378,0.99983
v_calder,1,4,1008,756,0.85808,0.047104,268.37,0.41767,1.0391,-12.99,0.00069114,0.000026931,1.0008
v_colors,1,4,1024,1536,3.1627,-0.045434,-351.49,0.7877,2.8197,-842.9,0.0015033,-0.00003676,1.0055
v_circus,1,4,1331,998,1.8278,-0.0075993,72.268,0.68643,1.8832,-550.61,0.0012853,0.000041209,1.006
v_samples,1,4,1327,1316,0.48275,-0.12831,276.04,-0.19138,0.40711,199.19,-0.000056548,-0.00023367,0.99912
v_vitro,1,4,1126,845,1.5534,0.017684,158.94,0.56083,1.4841,-343.65,0.0010107,0.000038363,0.99895
v_bricks,1,4,700,1000,0.54372,0.011697,65.787,-0.06271,0.8727,105.67,-0.00025117,2.4814E-06,0.99967
v_azzola,1,4,845,1126,1.2309,-0.010933,155.36,0.16039,0.95916,7.0393,0.00035252,-0.000006126,1.0009
v_tempera,1,4,845,1126,1.0505,-0.0053825,276.45,0.20631,0.92888,48.832,0.00048841,-0.000019251,0.99878
v_posters,1,4,1387,1382,0.42945,0.0071566,96.266,-0.019537,0.48377,43.049,-0.000078698,0.000016013,1.0001
v_dirtywall,1,4,1232,816,1.2538,-0.038044,100.11,0.63699,1.2544,-115.45,0.0010164,-0.000048156,0.99683
v_woman,1,4,767,1034,2.308,-0.067061,201.09,0.71494,1.8702,-412.16,0.0015273,-0.000016972,1.0162
v_london,1,5,914,1380,1.3838,0.024181,-93.882,0.093344,1.307,-232.76,0.00015995,0.000067546,1.0008
v_blueprint,1,5,845,1126,0.27317,0.041297,84.951,-0.22859,0.68736,124.47,-0.00041264,0.000052763,1.0003
v_there,1,5,1024,1536,0.37216,0.091455,628.62,0.19003,0.73642,36.113,0.00026068,0.00010622,1.0027
v_adam,1,5,450,600,1.0499,0.025643,108.77,0.19467,1.0054,-7.8895,0.0011218,-0.00003184,1.0021
v_apprentices,1,5,1331,998,0.2564,0.092521,94.187,-0.28031,0.83589,-0.15652,-0.00048968,0.000060866,1.0015
v_coffeehouse,1,5,979,1478,0.48225,-0.0073572,233.85,-0.0682,0.71348,133.06,-0.000148,-6.4338E-06,0.99959
v_talent,1,5,882,2456,1.4932,0.01661,231.74,0.45676,1.4341,-212.29,0.0013256,0.000099938,0.99686
v_yuri,1,5,1411,1058,2.6481,0.070248,-423.11,0.5002,2.6605,-906.39,0.0012014,0.00025943,0.99533
v_wall,1,5,653,986,1.5651,0.059459,115.41,0.30159,1.5966,-208.27,0.00086121,0.000054711,1.0072
v_man,1,5,968,1290,1.2895,0.43518,-118.46,-0.025956,1.4233,161.89,-0.000030413,0.00069874,1.0013
v_underground,1,5,1024,1536,0.34904,-0.0038637,-43.899,-0.22316,0.99346,45.579,-0.00041195,-0.000012246,1
v_wapping,1,5,1290,968,0.24942,0.11134,-16.298,-0.18535,0.6455,77.242,-0.00051592,0.000016642,0.99907
v_cartooncity,1,5,816,1232,1.4851,0.019667,254.94,0.29789,1.4748,-221.33,0.0011733,0.000089825,1.0015
v_tabletop,1,5,845,1126,0.38266,-0.33125,122.6,-0.21363,0.61581,225.35,-0.00034121,-7.7515E-06,0.99865
v_fest,1,5,845,1126,2.1479,0.036813,206.94,0.67819,1.8174,-485.8,0.0012074,-6.8043E-06,0.99599
v_churchill,1,5,1024,768,0.70161,0.023304,-1.9207,-0.10366,0.81239,71.251,-0.00023167,-0.000015062,0.99976
v_courses,1,5,907,1210,0.24117,0.068506,48.185,-0.23318,0.79398,68.106,-0.0005259,0.00005079,0.99834
v_beyus,1,5,1126,845,0.13896,0.020204,194.37,-0.25201,0.63798,118.99,-0.00052359,0.000022762,0.9996
v_strand,1,5,1290,968,0.45841,0.038317,36.428,-0.26806,0.75693,165.6,-0.00037539,-0.000014035,1.0016
v_sunseason,1,5,1024,1536,0.084461,-0.022036,252.3,-0.21,0.51325,245.38,-0.000447,-0.00002621,1.0009
v_bip,1,5,574,768,0.4605,0.0019073,42.778,0.003918,0.45748,107.3,0.000016895,4.8733E-06,1.0001
v_astronautis,1,5,1612,735,2.4665,0.083695,233.31,0.87021,2.8235,-936.68,0.0017821,0.0001592,0.98707
v_gardens,1,5,845,1126,0.22838,0.03913,28.694,-0.27439,0.85037,47.532,-0.00058928,0.000028556,0.99128
v_feast,1,5,998,1331,0.41444,0.045979,45.056,-0.13903,0.70238,133.45,-0.00029047,0.000016717,1.0008
v_boat,1,5,680,850,0.10114,0.52631,205.32,-0.52388,0.091046,533.83,0.000010754,-5.5879E-06,1
v_bird,1,5,973,1068,2.6177,0.042575,-65.797,0.74359,2.3954,-903.27,0.0018892,0.000082816,0.98996
v_bees,1,5,846,1129,0.38854,-0.073106,92.576,-0.1986,0.7319,139.21,-0.00040811,-0.00001555,0.99988
v_pomegranate,1,5,968,1290,0.60706,-0.0038039,8.0161,-0.11493,0.82492,81.214,-0.00024265,0.000068249,0.99908
v_charing,1,5,1331,998,1.6284,1.0346,-954.33,-0.096789,2.5434,-782.98,-0.00078653,0.0011044,1
v_artisans,1,5,759,1830,0.012717,0.014394,193.52,-0.12386,0.60301,126.7,-0.00063953,0.000079665,1.0012
v_home,1,5,845,1126,0.14705,0.061323,72.893,-0.27582,0.69094,109.44,-0.00056993,1.3825E-06,0.9981
v_busstop,1,5,998,1331,0.45287,0.0061881,100.32,-0.053734,0.66556,61.961,-0.00023168,-5.8559E-06,1.0005
v_laptop,1,5,574,768,0.28947,-0.64679,587.37,0.61874,0.31055,-37.668,-0.000058406,-3.3276E-06,1.0417
v_maskedman,1,5,653,986,0.42184,0.014193,101.85,-0.1354,0.82504,67.413,-0.00043768,2.8719E-06,1.0054
v_weapons,1,5,1290,968,0.52949,-0.028655,46.849,-0.2451,0.79991,158.44,-0.00032499,-0.000018164,0.99959
v_bark,1,5,512,765,0.30367,0.12862,200.05,-0.12888,0.30356,134.47,2.6855E-07,-3.4026E-07,1
v_dogman,1,5,522,788,0.31269,-0.011782,51.842,-0.22276,0.71181,65.24,-0.00081452,-0.00004173,0.99309
v_abstract,1,5,922,1229,0.4391,-0.010813,-19.376,-0.20742,0.72173,148.54,-0.00038738,5.9533E-06,0.99821
v_war,1,5,845,1126,0.37694,0.049406,111.53,-0.16444,0.72986,84.602,-0.00037753,0.000040247,0.99869
v_yard,1,5,845,1126,1.9207,0.17258,153.68,0.62581,1.7293,-542.33,0.0010509,0.0001244,0.99848
v_birdwoman,1,5,813,1100,1.2108,-0.031741,47.374,0.20996,1.0345,-107.36,0.00054926,-6.3631E-06,1.0004
v_machines,1,5,1126,845,0.25611,0.0594,88.294,-0.24702,0.7663,71.53,-0.00048162,0.000067687,1.0008
v_soldiers,1,5,1290,968,0.29858,0.0403,-122.67,-0.38113,0.61838,172.03,-0.00071255,-1.0448E-06,0.97348
v_wounded,1,5,1290,968,0.54693,0.20925,-108.35,-0.082341,1.1176,-236.48,-0.0006026,0.0001769,1.0001
